vehicle_age,vehicle_type,annual_mileage,city_driving_pct,highway_driving_pct,daily_driving_hours,hard_braking_events,rapid_acceleration_events,engine_temperature,engine_vibration,oil_age_km,brake_wear_pct,tire_pressure_avg,battery_voltage,last_service_km,previous_repairs,service_frequency,maintenance_risk
7,Hatchback,35583,58,42,4.4,4,1,79.8,1.28,13433,90.7,33.9,12.78,16475,2,Regular,Low
13,SUV,14627,88,12,1.3,17,1,98.1,2.57,10257,86.6,31.8,12.84,16110,4,Rare,High
3,Sedan,26593,52,48,0.6,2,3,97.4,2.47,9068,59.0,33.7,12.6,22710,7,Regular,Medium
9,SUV,25084,67,33,2.9,8,7,102.1,1.54,6328,19.0,31.0,12.3,28182,6,Rare,High
12,Sedan,28149,24,76,1.3,4,4,89.9,1.38,7934,49.4,33.4,12.6,24912,3,Regular,Low
14,SUV,21737,27,73,0.7,4,4,87.4,2.73,8508,94.2,30.0,12.83,25190,8,Occasional,High
13,Pickup,7318,38,62,0.6,6,4,97.0,2.55,14208,11.2,30.2,12.38,18454,3,Regular,Medium
5,Pickup,30314,71,29,1.1,1,8,92.9,4.03,2419,38.2,32.8,13.59,26959,8,Regular,Medium
9,Hatchback,35451,31,69,2.2,6,3,100.6,2.63,7855,28.0,32.8,13.22,22592,1,Rare,Medium
7,SUV,10427,27,73,4.5,4,3,98.9,1.99,1668,89.1,32.8,12.5,1947,3,Occasional,Low
15,SUV,29630,74,26,3.9,14,0,93.7,2.66,11242,45.4,31.0,12.72,16427,8,Rare,High
7,SUV,38667,53,47,2.9,10,4,84.5,4.63,1886,5.7,33.5,12.8,20663,4,Occasional,Medium
6,Hatchback,31678,84,16,2.4,6,8,97.6,1.17,10410,55.2,31.7,13.59,14547,6,Regular,Low
2,Pickup,30099,66,34,2.6,7,7,96.7,4.62,10091,35.6,29.1,11.89,18735,4,Rare,High
9,SUV,36634,54,46,4.5,8,5,96.8,3.64,12411,70.5,32.8,12.44,18759,4,Regular,High
6,Hatchback,21846,51,49,3.8,9,6,85.8,3.49,6758,17.6,33.0,13.18,28647,8,Regular,Medium
8,SUV,22885,70,30,1.3,14,5,96.3,2.45,8398,71.6,33.9,13.08,10850,3,Regular,Medium
1,Sedan,17068,25,75,4.7,5,1,78.8,2.12,9333,38.7,32.7,13.3,10103,5,Regular,Low
5,SUV,22099,28,72,4.0,2,0,86.4,3.86,2266,94.4,35.6,13.52,12906,8,Regular,Medium
12,Sedan,32873,59,41,0.7,8,6,92.1,3.25,6438,48.3,31.5,12.47,21819,7,Rare,High
1,Hatchback,28558,67,33,2.8,2,6,95.5,3.44,10542,36.0,31.3,12.21,9425,3,Occasional,Low
10,Hatchback,35518,45,55,3.4,7,2,97.0,3.29,11742,35.5,32.3,13.39,1989,3,Regular,Medium
11,Pickup,14180,56,44,0.8,2,2,83.9,0.77,7177,9.9,34.8,12.67,23509,8,Occasional,Low
14,SUV,21595,71,29,2.1,13,7,100.9,2.82,13295,94.4,30.9,13.25,3642,0,Occasional,High
8,Hatchback,28740,31,69,3.4,6,1,86.8,2.13,11390,69.1,28.3,12.43,5480,6,Regular,Medium
8,Pickup,32722,57,43,4.2,1,1,89.2,4.11,8129,79.9,29.8,12.06,9984,6,Regular,High
1,SUV,8750,87,13,4.9,9,4,89.8,3.15,12803,53.7,31.9,11.97,15687,8,Occasional,Medium
9,Hatchback,16881,35,65,1.0,2,6,81.2,2.46,2001,89.3,29.2,13.01,2147,2,Regular,Low
2,Sedan,24606,80,20,3.3,8,10,86.3,4.97,6997,48.5,31.9,13.29,10021,4,Regular,Low
12,Hatchback,21819,43,57,4.5,3,4,93.6,3.53,5865,30.7,35.9,13.93,15899,0,Occasional,Medium
9,Sedan,31477,36,64,3.7,0,2,101.9,4.47,14785,73.5,34.1,11.98,18201,4,Occasional,High
1,Pickup,33755,23,77,3.3,2,2,94.9,4.65,11219,69.1,31.5,12.78,6469,5,Occasional,Low
12,Pickup,30811,69,31,1.5,3,2,98.8,3.84,9833,78.3,38.9,13.05,18345,4,Regular,High
10,SUV,23344,22,78,4.2,2,3,84.1,2.39,11926,86.9,30.9,14.08,11165,4,Occasional,Low
14,SUV,25656,27,73,3.0,4,1,94.0,2.72,3927,22.5,32.8,12.72,26936,1,Regular,Low
14,SUV,31382,31,69,1.0,3,4,92.9,1.21,1869,34.8,31.3,12.67,18657,6,Regular,Low
9,Pickup,36031,54,46,4.7,2,2,90.2,3.27,4799,39.3,30.9,13.74,4110,5,Regular,Low
4,Sedan,10813,85,15,4.9,3,12,90.8,2.81,3944,27.3,30.9,13.42,11901,8,Regular,Low
9,SUV,6724,72,28,2.9,0,4,80.7,1.46,14459,86.4,31.8,13.39,12932,1,Regular,Low
7,SUV,6494,52,48,4.0,7,9,94.8,0.68,12106,48.1,32.6,13.31,28910,3,Regular,Low
11,Pickup,23363,37,63,3.1,2,6,92.6,4.41,7299,85.1,30.7,12.82,1475,3,Regular,Medium
6,Sedan,26812,77,23,2.4,15,12,91.6,0.64,7634,50.3,32.3,12.83,13623,4,Occasional,Low
15,Hatchback,25437,64,36,2.3,10,2,98.4,2.21,4069,47.7,33.4,12.91,25002,3,Regular,High
5,SUV,35524,34,66,4.8,2,1,100.5,3.02,9388,35.2,34.8,13.3,13357,1,Regular,Medium
11,Hatchback,12160,34,66,2.2,1,6,89.4,2.88,6810,48.8,31.7,13.61,28773,1,Rare,Low
9,Hatchback,28593,64,36,2.7,8,5,110.3,2.9,10835,30.2,30.4,13.13,3552,8,Rare,High
2,SUV,5284,87,13,1.6,15,14,97.1,1.52,7898,56.2,34.5,13.12,22984,1,Regular,Low
14,Pickup,25378,88,12,1.6,10,8,80.3,1.99,9364,19.2,31.1,12.51,5058,2,Occasional,Low
13,SUV,13491,86,14,2.1,0,10,94.0,0.53,5841,78.2,30.4,12.63,3546,2,Regular,Low
11,Sedan,5900,81,19,4.7,13,11,101.6,4.66,4080,21.0,28.2,12.94,28522,8,Regular,High
14,Sedan,6459,63,37,2.3,12,6,93.7,3.23,1642,49.5,34.6,13.35,13285,1,Regular,Medium
12,SUV,18680,39,61,3.0,0,7,83.2,4.18,12355,26.8,32.5,12.36,13264,6,Occasional,Medium
2,Hatchback,24305,58,42,3.0,9,1,89.0,3.75,7065,83.9,27.9,13.06,5973,0,Occasional,Low
11,Sedan,37692,58,42,3.1,8,9,89.4,3.04,11468,27.7,30.8,12.71,18078,8,Occasional,High
12,Sedan,22189,20,80,4.2,2,2,85.3,2.81,12640,83.0,31.5,13.65,909,0,Regular,Low
15,SUV,12595,86,14,4.6,11,5,92.8,2.51,10545,10.2,30.9,12.78,21230,3,Regular,Medium
9,SUV,23612,66,34,1.4,2,6,102.5,2.99,14028,15.2,36.2,13.22,13627,7,Regular,High
12,Pickup,6921,73,27,4.4,11,6,83.3,1.41,11234,8.7,30.7,13.55,16053,7,Regular,Medium
3,SUV,7387,39,61,3.0,5,0,88.4,2.28,6487,19.2,35.0,13.64,3625,3,Regular,Low
8,SUV,15730,28,72,4.7,0,3,110.3,2.98,5275,53.0,30.3,12.39,10595,8,Regular,High
11,Sedan,19830,47,53,4.6,8,1,86.4,3.8,2096,58.2,31.1,12.81,19019,8,Rare,Medium
15,Sedan,39764,83,17,2.3,2,8,84.8,4.04,9906,16.0,30.9,13.15,9776,1,Rare,Medium
9,Sedan,9825,54,46,3.4,5,2,93.0,4.38,11616,21.7,30.8,12.8,3397,7,Regular,Medium
8,Hatchback,10282,59,41,4.4,2,9,81.4,2.07,14039,60.3,31.6,13.53,22627,5,Occasional,Low
4,Sedan,18869,21,79,2.2,3,0,87.5,3.15,9453,22.2,30.7,12.59,21445,6,Occasional,Low
12,Sedan,20451,22,78,0.7,3,1,98.2,2.92,8158,73.3,33.6,12.93,5308,1,Regular,Low
1,SUV,37872,33,67,2.1,6,2,75.5,2.31,14369,87.5,33.5,12.74,22643,1,Regular,Low
4,Pickup,22905,87,13,2.1,4,9,87.6,2.01,11452,52.8,35.4,13.09,3009,7,Occasional,Low
14,Sedan,39119,66,34,4.1,5,12,75.0,0.54,6725,81.4,31.3,12.02,12422,6,Regular,High
9,Pickup,7698,73,27,1.9,6,2,100.9,1.3,986,12.6,34.4,12.59,19520,4,Regular,Low
2,Sedan,24996,77,23,4.5,1,5,86.8,1.12,1005,86.5,29.2,13.22,18024,1,Regular,Low
3,Sedan,21892,81,19,3.0,13,10,91.5,1.85,13780,10.6,35.7,13.04,25518,2,Regular,Low
10,Pickup,11190,70,30,3.1,1,5,88.5,2.12,13475,6.0,30.8,13.41,19265,5,Regular,Low
8,SUV,18166,67,33,4.1,5,3,83.5,1.76,9536,86.4,35.7,12.42,26919,8,Rare,High
6,Sedan,34689,46,54,1.1,2,7,95.3,4.07,10346,20.2,33.6,12.6,27715,2,Regular,Medium
8,Pickup,36604,74,26,0.6,10,2,89.7,1.39,9727,77.1,30.7,13.29,14168,2,Regular,Low
7,Sedan,8921,68,32,0.8,12,4,94.1,1.68,10102,46.8,33.6,12.99,23860,3,Rare,Low
14,Hatchback,33991,43,57,0.6,6,2,96.3,2.76,7683,39.8,30.0,12.6,2638,1,Occasional,Medium
13,Hatchback,22243,29,71,3.6,4,5,94.7,1.78,5383,91.7,31.8,12.53,21684,0,Rare,Medium
13,Hatchback,39315,26,74,1.6,0,4,92.9,4.53,598,72.2,32.9,12.08,14406,7,Regular,High
5,Hatchback,37035,36,64,4.4,5,3,90.3,3.25,8903,77.7,30.9,13.75,11344,3,Regular,Low
9,SUV,39844,41,59,4.5,1,6,81.9,2.02,12561,29.9,33.3,11.91,19712,5,Rare,Medium
4,Hatchback,21820,78,22,2.1,8,10,94.9,2.54,1711,11.7,25.8,11.93,16966,4,Occasional,High
6,Pickup,27469,63,37,1.4,9,4,90.3,2.4,6171,31.6,34.0,13.47,21726,2,Regular,Low
2,Sedan,5735,30,70,2.7,2,1,101.8,4.51,6368,83.1,33.0,14.0,8776,2,Occasional,Low
15,Pickup,12214,61,39,4.2,8,4,99.6,3.13,7896,79.5,31.6,13.78,14858,0,Regular,High
2,Hatchback,28968,42,58,3.6,7,4,101.1,2.17,13460,78.9,33.2,13.05,13837,5,Occasional,Medium
2,SUV,9728,79,21,0.6,14,3,95.2,2.73,2573,47.7,33.2,13.1,2288,0,Occasional,Low
10,Hatchback,12241,81,19,0.5,3,4,99.8,2.13,2466,30.2,32.4,13.22,21200,7,Occasional,Low
7,Hatchback,22460,73,27,1.0,4,8,92.2,3.96,4643,18.6,36.1,12.49,7163,0,Rare,Low
13,SUV,15472,32,68,2.0,4,4,106.6,0.58,2609,14.4,32.4,12.73,22977,6,Regular,Medium
2,SUV,39598,87,13,2.9,15,7,79.0,2.74,6531,41.6,28.5,12.95,4239,8,Occasional,Medium
15,SUV,22057,46,54,4.2,4,8,99.3,1.61,12560,66.6,29.0,12.96,22577,1,Regular,High
15,SUV,19432,59,41,1.1,11,3,85.8,1.55,7058,87.7,31.2,13.62,13922,2,Regular,Low
12,SUV,38663,29,71,1.2,3,5,90.7,1.33,5838,38.2,32.3,11.3,25804,1,Regular,Low
15,SUV,23953,34,66,4.4,2,2,88.9,2.75,13105,83.1,35.9,13.5,11099,2,Regular,High
13,Sedan,22297,64,36,4.7,0,8,83.9,0.98,8655,81.0,35.8,13.14,18224,1,Rare,Medium
2,Hatchback,11696,72,28,3.0,12,13,86.0,2.84,3761,70.6,37.2,12.26,22533,2,Occasional,Medium
15,Hatchback,34347,26,74,4.0,0,4,80.7,3.21,10317,59.5,31.3,12.95,16472,4,Regular,Medium
9,SUV,26249,49,51,2.0,1,4,82.6,4.54,7407,9.6,33.9,12.92,17783,3,Occasional,Low
7,Pickup,24657,49,51,4.8,8,1,75.0,3.94,5223,48.4,35.9,12.8,12436,5,Occasional,Medium
11,SUV,27960,46,54,4.6,0,8,88.7,3.42,2053,78.1,33.7,12.42,9782,0,Regular,Medium
3,Sedan,22906,68,32,4.3,11,9,84.5,4.13,5856,84.5,33.5,11.56,2608,7,Regular,High
3,Pickup,7802,76,24,0.6,9,11,85.8,2.08,13688,44.0,32.5,13.71,28711,5,Regular,Low
7,Sedan,23033,83,17,2.9,11,9,103.3,2.89,8434,56.5,33.7,12.93,11937,4,Regular,High
5,Pickup,22527,82,18,0.6,15,7,86.0,0.88,9169,82.9,30.1,13.61,6194,2,Occasional,Low
10,Pickup,16964,67,33,3.5,12,1,78.8,2.85,6522,47.1,27.7,13.36,10124,1,Occasional,Medium
14,SUV,24698,60,40,1.3,1,1,107.9,2.25,12796,59.2,31.0,12.29,14024,1,Occasional,High
14,Sedan,9406,49,51,3.4,8,5,101.6,4.61,2494,81.4,33.7,12.79,23992,3,Regular,High
6,Pickup,34002,22,78,0.9,3,1,99.4,1.86,12008,76.2,28.5,12.25,21988,0,Regular,Medium
13,Sedan,33682,56,44,3.9,4,7,89.5,3.59,6864,12.9,31.4,13.06,15869,5,Rare,Medium
12,SUV,12591,49,51,3.8,8,8,82.2,3.59,10162,12.0,30.3,13.57,18751,1,Occasional,Medium
8,SUV,8119,73,27,0.5,0,5,75.0,3.71,10156,42.4,31.1,12.6,18491,5,Regular,Low
9,SUV,26873,26,74,4.1,4,3,76.8,3.56,12078,81.7,31.0,11.16,3357,2,Occasional,Medium
1,SUV,21949,27,73,1.2,3,4,94.2,4.47,9751,88.0,28.8,13.15,29149,2,Occasional,Medium
3,Hatchback,12651,82,18,1.0,4,12,83.0,3.18,8406,90.4,33.0,12.88,20989,2,Occasional,Low
11,Pickup,31896,82,18,2.8,0,1,92.8,4.35,13397,94.0,34.0,13.24,29533,3,Rare,High
7,Hatchback,36660,83,17,3.2,9,10,92.7,3.53,13679,50.5,30.6,13.21,19230,0,Regular,Medium
6,SUV,15370,49,51,1.0,4,3,83.9,4.47,4570,87.6,27.9,12.48,14719,8,Regular,High
7,Pickup,11777,29,71,1.9,5,5,88.4,3.78,10591,70.4,29.9,12.06,26701,4,Occasional,Medium
8,Pickup,5113,88,12,2.3,14,3,84.6,2.56,8704,45.0,34.3,13.14,15806,2,Occasional,Low
6,Sedan,5531,68,32,4.7,8,3,92.1,1.72,13062,88.6,33.3,11.7,20961,6,Rare,Medium
3,SUV,14714,58,42,1.6,2,5,91.1,4.59,11901,41.6,29.8,13.54,7499,7,Regular,Low
2,Hatchback,8410,53,47,1.7,8,3,100.2,1.09,10942,31.4,35.6,12.37,11219,5,Regular,Low
12,Sedan,14236,29,71,3.5,3,2,88.7,4.41,5521,66.8,38.8,11.67,16843,5,Regular,High
7,Pickup,29608,28,72,3.8,0,2,96.8,3.44,9751,16.2,34.8,12.14,14919,6,Regular,Medium
12,Hatchback,13324,79,21,0.5,12,2,92.9,3.25,6903,89.9,33.2,12.24,3712,6,Occasional,High
12,SUV,16159,24,76,1.1,4,0,100.6,2.91,10129,74.2,32.1,14.28,5133,3,Regular,Medium
12,Hatchback,39494,54,46,2.1,8,2,89.9,1.82,14000,55.7,35.9,12.4,23787,3,Rare,High
11,Hatchback,37107,30,70,3.3,1,3,82.7,3.24,6803,13.5,33.8,13.26,27330,3,Occasional,Low
1,Hatchback,36835,61,39,1.1,6,4,84.7,2.64,573,26.1,29.7,12.91,21721,4,Regular,Low
3,Sedan,14453,39,61,2.1,4,5,86.5,2.3,2270,50.3,31.1,12.59,2689,1,Occasional,Low
12,Pickup,39833,70,30,0.9,13,9,102.6,3.39,8657,50.1,29.9,13.46,28628,5,Regular,High
11,Hatchback,32921,20,80,3.1,4,2,99.4,0.87,800,47.5,30.6,12.26,18191,1,Regular,Medium
4,Pickup,5933,30,70,2.4,0,1,94.2,3.22,6930,35.1,27.9,11.69,19268,1,Occasional,Low
13,Sedan,36008,80,20,4.0,16,9,88.2,4.99,13483,69.1,36.5,12.46,24210,5,Regular,High
14,SUV,6050,58,42,3.1,9,6,111.9,0.69,10462,89.7,33.1,13.34,3023,1,Regular,High
1,SUV,30392,67,33,3.5,5,8,80.7,2.64,3804,53.9,34.8,13.09,5999,6,Occasional,Low
5,Hatchback,37177,47,53,3.5,7,2,88.9,2.54,586,79.5,30.9,13.01,9890,3,Regular,Low
10,Sedan,27851,55,45,3.2,4,10,103.1,0.83,10091,60.5,29.7,13.61,19599,7,Occasional,High
3,SUV,16106,89,11,0.6,17,16,94.5,2.72,1521,7.8,35.9,13.22,11041,6,Regular,Medium
2,Sedan,11878,81,19,4.2,6,13,109.9,1.18,5694,17.6,30.7,11.89,21944,6,Occasional,High
15,Sedan,5792,89,11,4.6,14,4,90.7,4.2,3584,84.1,34.3,12.57,12867,4,Regular,High
3,Hatchback,16367,29,71,2.9,1,4,85.1,4.55,8744,47.8,34.0,12.44,23981,0,Regular,Low
8,Hatchback,14547,24,76,1.0,4,1,90.8,4.21,7779,74.8,31.7,12.87,5134,0,Regular,Low
6,Sedan,39153,47,53,3.4,6,8,94.6,4.68,6942,80.2,33.7,12.55,19679,2,Occasional,High
13,Sedan,33568,78,22,2.1,13,3,81.2,3.41,14603,53.9,30.9,13.63,13315,4,Occasional,Medium
14,Hatchback,29307,28,72,0.8,2,2,90.0,4.3,7519,5.2,27.9,12.33,21058,6,Regular,High
7,Sedan,9138,58,42,4.3,4,7,91.1,2.75,9610,67.7,36.2,13.71,2215,6,Regular,Medium
12,Hatchback,12693,81,19,3.7,9,5,91.3,4.06,12500,91.7,28.6,12.26,11599,1,Regular,High
6,Pickup,16394,57,43,4.1,4,2,85.7,4.76,13773,53.4,30.0,12.68,14520,8,Occasional,Medium
6,Sedan,28876,43,57,4.1,4,6,76.5,2.21,646,80.2,35.2,13.49,12437,5,Regular,Low
12,Hatchback,8353,83,17,2.1,7,12,84.9,4.25,10138,34.9,32.1,13.75,1800,4,Regular,Medium
3,Sedan,20205,62,38,2.7,2,5,86.1,2.63,1928,17.1,34.3,12.71,24816,7,Occasional,Low
12,Hatchback,9628,35,65,1.6,7,2,100.0,3.26,637,30.1,32.6,13.33,1893,8,Rare,Medium
13,Sedan,34990,85,15,3.9,0,11,94.8,4.47,14307,44.3,32.5,13.09,10817,5,Regular,High
14,SUV,32623,85,15,2.9,16,14,105.0,4.46,8750,79.2,32.8,12.85,11513,2,Regular,High
8,SUV,26433,88,12,3.4,15,13,92.3,3.84,3408,61.3,34.6,13.0,7976,0,Regular,Medium
12,Sedan,15058,65,35,2.1,5,7,95.1,1.91,14825,22.2,33.6,13.17,13493,2,Rare,Low
7,SUV,31524,40,60,3.6,3,0,93.8,0.89,13084,27.0,28.9,11.82,24956,7,Occasional,Medium
7,Sedan,17093,79,21,3.5,3,13,85.6,4.94,14770,75.8,29.2,11.85,14348,7,Occasional,High
6,Sedan,21684,29,71,4.0,1,5,98.5,3.06,11889,64.8,36.0,12.61,6707,6,Regular,High
5,Pickup,33698,37,63,1.2,4,2,96.3,1.0,2326,21.7,35.7,12.32,21333,8,Occasional,Medium
10,Pickup,23984,60,40,3.3,1,7,101.2,4.82,5909,61.3,37.6,12.1,28434,0,Regular,High
8,SUV,19907,55,45,4.5,5,4,93.0,2.56,5525,87.9,31.4,12.92,24001,1,Regular,Low
5,Pickup,17921,85,15,0.9,14,3,94.6,4.83,9944,56.0,30.3,13.43,22123,6,Occasional,Medium
9,Pickup,25402,65,35,4.8,10,0,98.5,2.14,4639,12.8,36.2,11.56,2260,7,Occasional,High
9,Sedan,8082,42,58,1.4,1,3,94.4,4.59,748,71.2,31.3,12.67,29433,6,Rare,Medium
1,Hatchback,12074,58,42,4.7,11,2,87.2,4.34,12353,89.2,31.5,12.51,24028,4,Occasional,Medium
6,Sedan,34330,23,77,4.4,1,0,98.7,2.62,2681,55.2,31.5,13.38,7221,8,Rare,Low
7,Pickup,22623,60,40,4.0,8,6,107.0,1.91,8456,55.8,35.4,13.36,21817,8,Regular,High
3,Sedan,5459,22,78,1.4,1,1,91.9,3.83,5189,86.7,33.0,12.75,16370,2,Regular,Low
7,SUV,7801,72,28,1.5,9,8,96.7,4.33,11888,30.4,29.8,12.53,18093,6,Regular,High
11,Hatchback,33831,55,45,1.7,6,4,83.1,0.69,14442,36.1,33.5,13.89,14575,6,Regular,Low
11,Pickup,21847,68,32,4.1,2,4,85.7,1.51,12019,36.4,33.3,12.45,7860,7,Occasional,Medium
7,Pickup,5997,46,54,1.3,6,3,98.3,2.43,14138,32.0,38.2,13.06,4876,0,Regular,Medium
14,Sedan,27025,72,28,3.1,5,7,90.1,1.44,12250,17.3,28.5,13.16,19788,2,Occasional,Medium
13,Sedan,37379,68,32,4.0,8,10,91.5,1.72,6955,60.5,33.4,12.38,6933,4,Regular,High
11,Sedan,11384,20,80,2.6,2,2,95.7,2.82,2393,46.8,27.1,13.51,8782,1,Occasional,Medium
2,Sedan,18223,65,35,4.3,11,1,87.3,2.22,10380,36.6,34.6,12.6,11232,1,Regular,Low
7,Pickup,16198,81,19,3.0,3,8,98.6,4.71,5062,76.4,30.3,13.04,13676,0,Regular,Medium
15,Sedan,39446,85,15,3.2,3,12,95.4,4.29,10855,85.3,36.6,12.72,28110,1,Occasional,High
1,Pickup,38632,41,59,3.5,7,2,99.7,1.44,4178,31.4,31.8,11.99,17888,7,Occasional,Low
5,Sedan,14382,58,42,4.3,5,7,103.3,4.77,7463,24.5,30.9,11.49,21779,8,Rare,High
9,Hatchback,29120,63,37,0.5,10,0,95.8,1.48,12205,36.3,32.2,13.06,24269,2,Regular,Low
7,Hatchback,31950,21,79,2.3,4,4,94.0,3.18,4529,62.6,31.6,14.23,21040,8,Occasional,Medium
7,Sedan,34968,78,22,4.8,8,4,88.1,1.88,6890,16.6,30.3,11.85,12325,5,Regular,Medium
11,Sedan,7926,47,53,0.9,3,8,94.2,1.78,1099,26.0,30.6,12.02,23232,3,Regular,Low
13,SUV,20735,86,14,1.6,14,3,92.0,2.93,11475,13.5,32.6,13.07,8045,0,Occasional,Low
12,Hatchback,19223,33,67,3.1,6,5,91.0,4.76,7890,82.6,35.1,12.53,1764,4,Regular,High
2,Pickup,20362,35,65,4.4,2,3,92.8,2.39,2803,75.8,31.3,12.56,15652,3,Regular,Low
8,Hatchback,28409,70,30,0.9,10,2,95.0,1.77,14480,35.5,33.8,13.04,6635,0,Rare,Low
3,Pickup,7397,47,53,0.5,7,3,88.3,1.63,12455,80.6,30.0,12.6,4978,0,Occasional,Low
15,Sedan,19451,72,28,3.6,0,11,92.1,1.89,9429,8.7,29.8,13.29,22059,5,Occasional,Medium
8,Hatchback,10814,71,29,3.2,8,12,94.0,2.5,11575,50.4,30.2,11.74,23704,2,Regular,High
3,Hatchback,27888,44,56,1.7,6,7,101.7,4.43,2463,48.1,33.3,12.52,24428,4,Occasional,Medium
10,SUV,12522,76,24,4.8,10,12,95.3,1.92,14878,27.0,31.7,11.45,18990,2,Regular,High
7,SUV,27169,28,72,3.0,0,0,94.2,1.73,12517,47.9,31.1,13.06,11704,4,Regular,Low
2,Hatchback,25382,30,70,3.5,0,2,96.6,3.08,6044,34.8,31.7,11.71,26765,8,Regular,Medium
4,Hatchback,20588,64,36,2.2,4,10,107.0,3.16,3573,49.1,32.9,11.8,8011,1,Rare,Medium
11,Hatchback,20762,21,79,4.6,2,0,95.6,2.51,10594,16.2,30.3,12.34,12901,1,Occasional,Low
6,Pickup,20577,73,27,1.7,2,9,94.8,1.36,1833,45.1,36.2,11.84,6365,3,Regular,Medium
11,Sedan,25931,53,47,3.9,5,5,101.9,1.36,10441,69.4,31.6,12.59,19375,2,Regular,Medium
9,SUV,14970,61,39,1.0,3,9,97.2,2.84,1667,87.2,30.2,12.26,2767,3,Occasional,Medium
5,Sedan,25045,88,12,2.9,6,4,80.2,1.78,11801,66.5,30.2,13.17,14728,6,Occasional,Low
13,SUV,20919,30,70,3.1,2,5,84.3,1.19,7417,82.5,31.1,12.53,18976,7,Occasional,Medium
9,SUV,32671,48,52,1.3,7,3,95.6,0.62,7537,12.1,31.8,11.37,8962,0,Occasional,Low
15,SUV,15349,24,76,2.0,4,4,83.4,1.1,3908,60.8,32.9,12.65,5043,1,Regular,Low
5,Hatchback,11058,39,61,1.3,2,4,95.7,4.24,2820,12.4,34.7,12.49,25604,2,Regular,Low
10,SUV,8515,58,42,4.3,4,2,99.2,1.2,12455,38.3,28.9,12.42,28831,2,Regular,Medium
8,Sedan,8330,51,49,3.5,8,7,92.6,0.51,12366,84.6,36.4,12.52,13668,7,Rare,High
13,SUV,39442,48,52,2.5,7,5,91.9,2.26,10873,54.7,29.5,12.51,14042,6,Regular,High
13,Sedan,22745,85,15,3.0,12,6,91.4,4.68,7671,54.1,30.8,12.93,20584,4,Occasional,High
1,SUV,13978,20,80,2.0,3,2,94.6,2.85,13623,29.2,35.0,12.58,5646,8,Regular,Low
7,SUV,21939,20,80,2.4,1,1,82.5,0.55,5322,33.2,32.7,12.58,24342,4,Occasional,Low
4,Hatchback,20264,23,77,3.3,4,3,96.4,3.69,2505,85.3,35.9,13.25,11008,0,Regular,Low
5,Sedan,31615,34,66,1.5,6,2,99.4,2.3,14192,31.3,33.9,12.39,20053,8,Rare,Medium
6,SUV,37165,66,34,1.1,3,6,101.4,3.96,6568,22.9,31.7,12.09,22967,2,Occasional,Medium
5,SUV,39880,49,51,4.8,6,7,81.4,3.19,4902,29.6,32.3,12.93,28901,0,Occasional,Low
12,Sedan,23594,25,75,1.6,1,1,102.0,1.13,1355,36.0,32.6,11.67,3517,5,Rare,Medium
1,SUV,20523,20,80,2.7,2,1,92.9,2.62,6456,68.9,28.9,11.34,3228,3,Occasional,Low
12,Pickup,6701,90,10,3.9,5,3,94.8,3.0,5271,86.2,33.0,14.39,9853,0,Regular,Medium
9,Hatchback,37758,81,19,3.0,2,8,93.7,2.75,4982,35.9,32.3,13.27,1967,4,Rare,Low
2,Sedan,31983,83,17,3.4,10,6,89.0,4.04,8491,10.1,31.8,11.58,1140,7,Occasional,Medium
9,Hatchback,39378,24,76,1.2,4,1,84.0,4.32,10200,48.8,34.1,13.02,28856,2,Rare,Medium
10,Pickup,25736,73,27,2.3,2,5,83.5,3.5,6880,92.5,33.5,12.2,3483,1,Regular,Medium
2,Pickup,11343,68,32,3.6,12,6,96.6,0.67,9599,7.3,29.8,12.54,10390,7,Regular,Low
9,Pickup,20797,26,74,1.4,1,2,83.5,2.09,3630,49.6,36.2,12.96,22709,6,Regular,Low
6,Sedan,26875,22,78,2.7,3,3,92.6,2.16,14955,81.5,32.4,13.57,13341,3,Occasional,Low
11,Pickup,14328,80,20,3.2,16,10,97.3,1.5,8112,85.3,30.5,12.46,21245,7,Regular,High
9,Sedan,7025,60,40,4.1,1,0,87.4,2.42,12163,62.3,31.2,12.89,12562,4,Regular,Low
13,Sedan,5105,40,60,1.5,2,5,105.0,1.34,14011,6.5,33.0,13.51,20546,4,Regular,Medium
6,SUV,34370,51,49,4.9,5,2,90.4,3.9,3893,31.8,30.0,13.05,14662,6,Regular,Medium
6,Sedan,25843,31,69,4.9,5,2,93.6,4.25,9196,28.2,32.4,13.86,13757,7,Occasional,Medium
13,Pickup,24476,26,74,0.6,5,1,90.3,4.7,12978,63.7,29.8,13.11,19589,3,Occasional,Medium
11,Sedan,5698,70,30,2.2,10,1,86.7,0.56,8395,91.9,30.4,12.72,19565,3,Rare,Low
14,Sedan,33443,64,36,0.8,10,7,99.7,2.92,8621,61.0,32.9,13.06,10589,6,Occasional,High
2,Hatchback,27123,84,16,1.9,8,14,87.9,1.44,4460,20.5,36.1,12.03,3827,3,Occasional,Low
8,Pickup,24875,79,21,3.2,6,5,88.3,2.89,6567,47.7,36.3,12.43,3487,4,Regular,Medium
3,Sedan,8297,64,36,3.2,6,8,82.2,0.82,13803,12.6,31.9,13.04,11311,1,Regular,Low
7,SUV,5208,53,47,0.9,7,4,89.9,3.94,1045,22.3,33.8,12.31,23185,6,Regular,Low
